Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDB23,OUT046,3159.598024321698
FDR49,OUT045,779.2680514897595
FDB03,OUT010,392.7585738847656
FDN39,OUT045,2906.3227118287805
FDX02,OUT027,5832.387598179466
FDQ16,OUT027,2845.957569992898
FDU35,OUT018,1530.3716218905424
NCT29,OUT013,1951.629960249801
FDZ27,OUT046,727.4280883052277
FDN57,OUT017,2138.4202780915743
FDA03,OUT018,1999.5618232127383
FDZ36,OUT045,3055.468051979343
NCU05,OUT013,1070.0833333242122
FDT39,OUT018,2001.874851738046
FDK60,OUT017,1598.5302619153388
FDZ25,OUT017,3077.741954019692
FDG12,OUT046,2254.130741874009
DRB01,OUT019,410.42883604629856
NCC43,OUT027,5943.47027311491
FDX13,OUT019,630.2216452295374
FDM22,OUT049,902.926555194598
FDJ03,OUT027,1311.0679572689248
FDU14,OUT018,3506.355309799616
FDB33,OUT010,470.87207898492693
FDP27,OUT046,3144.9697901252916
FDO38,OUT010,194.4650383599087
FDE28,OUT027,5941.82347177826
FDO27,OUT035,1677.4545947015047
DRL23,OUT027,2762.2675890842556
FDS28,OUT046,852.078038464289
FDX24,OUT013,1366.604848188666
FDZ02,OUT035,1524.7947475833353
FDL46,OUT045,1576.6041651795563
FDS60,OUT027,4894.684809658107
NCO06,OUT017,501.5046339379933
FDO16,OUT035,1458.9956382980918
FDC60,OUT049,1445.188616144795
FDA48,OUT018,3288.6623813810147
FDZ36,OUT027,4986.420906017014
FDK27,OUT045,1805.562560875414
FDW23,OUT018,530.5617641593979
FDM14,OUT018,1427.2907087676053
FDM14,OUT013,1687.0651595528836
FDW60,OUT018,2483.3428777903164
FDE21,OUT013,1914.5388132185963
NCM42,OUT035,1882.922470379989
FDY59,OUT010,105.89484880793361
DRI49,OUT049,1253.5692033894509
FDT28,OUT019,378.7040030493233
FDQ22,OUT018,453.6485290943292
FDR60,OUT049,1208.2271002206958
FDC50,OUT019,273.7297105235773
FDV24,OUT013,2439.355572928097
DRF48,OUT010,67.01378647367937
FDQ47,OUT046,778.0917579180432
DRN36,OUT049,1568.9119773660696
NCY06,OUT035,2233.0301517228772
FDE52,OUT035,1516.3967572864012
NCB54,OUT045,1876.1281527389115
NCF31,OUT035,2538.293347684336
FDJ08,OUT027,5332.5062054823
NCC07,OUT017,1764.393452503267
NCD19,OUT027,1397.0444284655136
FDL46,OUT049,1847.921822855871
FDM20,OUT045,4389.0444965429215
NCI06,OUT010,420.4285649848664
DRM11,OUT035,4422.768230167775
NCH07,OUT018,2345.6605250499
FDS23,OUT013,2120.78568665435
FDO49,OUT018,412.39701526160025
FDS35,OUT049,1149.4942574974998
DRK39,OUT045,1134.5319631782509
DRI39,OUT049,958.7192245311169
FDV04,OUT017,2418.2184329757947
NCN14,OUT035,2846.9403149696627
FDH08,OUT013,3731.921117023445
FDS20,OUT046,3126.5490857370396
FDV40,OUT049,1149.7727556216291
FDZ48,OUT010,159.37907032559224
FDS24,OUT027,2308.292784042373
FDK44,OUT049,2843.4726839409423
FDS48,OUT045,2488.0208448700405
FDK26,OUT010,789.7849106155911
FDD23,OUT045,3180.269206071008
NCH54,OUT017,2674.62735465043
NCP14,OUT010,287.8425797649418
FDM60,OUT010,86.37409696240411
FDV24,OUT017,2356.280506577834
FDH08,OUT018,3244.339221010915
FDS12,OUT027,3471.082483428824
FDR39,OUT027,5309.920256777725
FDP12,OUT027,1106.62153183923
DRF60,OUT027,6187.907452636591
FDC09,OUT035,1785.5618161535758
FDF50,OUT018,2951.7758324008064
FDG28,OUT035,3943.7929993795783
NCE19,OUT017,913.7593274074231
NCM53,OUT010,227.5496282029494
NCN18,OUT049,1879.4856389082797
FDF32,OUT035,3401.66306421214
FDF11,OUT013,3816.3383962266125
DRI59,OUT049,4143.792517111842
NCG54,OUT035,2868.842643869036
FDM44,OUT046,1564.3685257305347
FDT57,OUT018,3082.8475713885014
FDV24,OUT046,2607.1339078830483
FDI50,OUT019,705.8154670417157
FDS09,OUT035,838.8138288687728
NCC31,OUT027,3970.033745934726
FDQ07,OUT019,333.8294901855095
FDC22,OUT017,3121.333619088845
FDZ56,OUT046,2676.9612083091697
FDZ40,OUT019,51.317220051596905
FDS46,OUT027,3223.6129557308122
DRD24,OUT045,2164.4098631380316
FDV45,OUT017,3513.173710979667
FDL26,OUT045,2444.343004234458
FDA56,OUT018,1790.2974880355555
FDN27,OUT046,1596.4055219977067
FDM20,OUT049,4530.228258383431
FDO16,OUT017,1450.8687515084557
FDL03,OUT035,3433.175637540467
FDE58,OUT046,1803.506399208652
FDI02,OUT027,2967.7916472857414
NCC55,OUT019,75.19136172767276
FDR03,OUT018,2905.977484675089
FDB14,OUT017,1614.9851961018971
FDR45,OUT013,4109.944387565364
NCN07,OUT017,2167.4531578955125
FDM51,OUT019,129.76065864133489
FDT52,OUT027,6241.674681649734
FDL26,OUT046,2411.9324375536944
NCZ42,OUT046,4147.232668735527
DRI47,OUT019,416.2715396770759
FDW40,OUT013,2215.526856936181
FDN34,OUT046,3105.215540839167
FDS01,OUT035,3226.5643111213058
NCG55,OUT045,1872.8742062230933
FDC11,OUT035,1461.9566590707263
FDX35,OUT018,3374.379535592284
NCB06,OUT046,2575.8222444579487
FDR09,OUT019,291.50879203446425
FDC53,OUT017,1713.4081337443217
FDY45,OUT013,4234.638887137462
FDA22,OUT010,507.0623718544791
FDE02,OUT035,1649.1674287870849
FDW21,OUT045,1586.4147384524867
FDV34,OUT046,1118.9451549860062
FDS59,OUT049,1794.4879243443165
NCW17,OUT017,2225.5722913283057
NCK54,OUT046,1880.3175415221299
FDG17,OUT019,608.953874793104
FDG35,OUT017,3028.6404081563273
FDD08,OUT010,0.0
NCO07,OUT017,3985.8377068346294
FDJ10,OUT010,394.34360608189104
FDW36,OUT017,1658.2072186807832
FDW21,OUT010,313.5438298083518
FDY19,OUT017,2067.2284706944943
DRE03,OUT013,724.601157915122
NCC55,OUT049,740.8521397627951
FDH52,OUT010,83.28945698665848
FDO09,OUT017,3275.290087181016
FDU43,OUT045,3482.48285637471
FDX09,OUT010,377.7306940037429
FDH40,OUT019,137.19591743412775
FDW58,OUT017,1629.6499258941644
FDC47,OUT017,4168.371188662388
NCR41,OUT035,1750.0042897319313
DRG49,OUT035,4234.710410901316
FDC52,OUT027,3921.11847473893
FDY13,OUT046,1152.4415223304077
FDY35,OUT013,641.69383526812
FDI35,OUT017,3661.7191616407436
NCU18,OUT049,2402.5604995863773
FDY33,OUT018,2588.1696657621865
FDC15,OUT027,3933.0532338577445
FDU01,OUT049,3519.210144216354
NCU42,OUT046,2761.305382270445
NCV29,OUT018,2106.7100106462367
NCY30,OUT017,3024.2935210068354
FDQ46,OUT049,1831.1094250021588
FDG58,OUT027,3965.6588041562736
FDK33,OUT017,3821.725688004404
NCD07,OUT045,1724.7570722265727
NCX29,OUT027,3779.328981521972
NCT42,OUT013,2101.0883777433964
DRN59,OUT035,754.4031015426629
FDI44,OUT035,1250.06121793895
FDA45,OUT049,2284.611436879158
FDP31,OUT045,783.9460062626449
FDY01,OUT046,1793.921923916174
FDT09,OUT018,1900.322739989229
DRH03,OUT027,2525.6586638166627
FDA36,OUT018,2431.119933941823
NCF31,OUT017,2434.023998091779
FDG14,OUT049,2530.256884677278
FDG28,OUT027,6204.923704290402
FDU14,OUT049,4259.010580404766
FDY47,OUT019,354.0720867217026
FDI56,OUT049,1540.9074149009343
DRD01,OUT013,905.4177829460366
FDM22,OUT046,1022.5088756792636
FDH33,OUT013,778.8957327663038
DRZ24,OUT013,1866.9331227970683
NCQ38,OUT046,1468.883003127883
FDO16,OUT027,1936.7063487537255
FDU07,OUT027,3948.3436942371636
NCB07,OUT013,2943.315908678109
FDU48,OUT045,2003.001302707514
NCM43,OUT045,2713.5720390704564
FDR31,OUT010,492.40194211871903
DRK49,OUT018,477.4172285161185
NCI30,OUT010,400.9937816961442
DRD60,OUT017,3290.9195619771426
NCG19,OUT046,3301.944475598459
FDH12,OUT035,1694.9138627104917
FDM32,OUT035,1681.281242264378
FDM27,OUT035,2640.4057260558866
NCU53,OUT027,3815.178417256779
NCQ18,OUT046,1607.7306109278868
FDS10,OUT013,2689.404629061459
FDB33,OUT027,4302.949434307419
FDI12,OUT013,1451.3596004504561
NCW42,OUT013,3456.3303108029127
NCC06,OUT018,1882.672170192619
FDW02,OUT017,2492.346087837832
NCD43,OUT017,1724.9541892547081
FDM57,OUT018,969.9430047733836
FDA58,OUT017,3388.600134388275
FDK56,OUT046,3016.598599435558
FDP52,OUT045,4291.118305782864
FDW20,OUT018,1784.5777752386252
FDS52,OUT049,1643.665556788535
NCT29,OUT018,1616.793511304967
NCL54,OUT013,2980.162634332219
FDC05,OUT045,3102.2662441649595
FDF34,OUT035,3033.8901528323136
FDP03,OUT027,3214.580958313546
FDD32,OUT010,155.53808820920722
FDZ10,OUT045,2289.832554448545
FDZ40,OUT035,856.7893748091067
FDD51,OUT018,452.222247168444
NCY30,OUT019,313.3786453486257
FDP58,OUT017,3252.8092769164286
FDV49,OUT017,4454.092006761599
FDY24,OUT019,274.12992972942084
NCO55,OUT017,1713.927704282786
FDR13,OUT017,2027.9214058616308
FDS51,OUT017,1076.5714143151245
FDP26,OUT045,1530.6281363587493
NCB54,OUT027,3316.320551407286
FDF32,OUT017,3425.8287238828507
FDN31,OUT018,2741.8988318736056
DRM48,OUT017,608.5038495059746
FDN20,OUT049,2734.3978847051476
DRL01,OUT046,3540.8385669024246
FDV56,OUT049,1755.3413725203457
DRH13,OUT027,2784.817669689705
FDA03,OUT017,2377.039361731795
FDF47,OUT027,6491.243502734897
FDX32,OUT046,2342.3719278230406
FDX57,OUT049,1643.9446051652114
NCA30,OUT045,2924.0828727521553
FDO49,OUT013,525.0990022450626
FDL04,OUT019,210.25300520934434
DRM48,OUT035,534.9400464157743
FDR16,OUT013,3316.688091662492
NCC19,OUT018,2865.978368151093
NCE42,OUT045,3113.1834734691893
FDY24,OUT017,1116.0921403838909
FDH19,OUT049,2913.0908944001717
FDJ46,OUT013,2776.3927984728425
FDN45,OUT010,91.8934923644747
FDY08,OUT035,2201.6635759061896
FDZ37,OUT035,1501.776966951773
NCT30,OUT045,750.7175048687111
DRY23,OUT018,493.7543790043253
NCZ30,OUT018,1738.8118384463673
FDC44,OUT018,1697.4419296133444
FDB45,OUT035,1677.0751340193779
FDY04,OUT013,2467.127861760477
FDM27,OUT046,2708.5187702648877
FDZ43,OUT017,4250.529115253168
FDT39,OUT019,334.5262427301202
NCC06,OUT019,314.5226976384665
FDL15,OUT027,4024.5717878077994
FDL57,OUT017,4802.782827205595
FDU08,OUT046,1612.5229746492284
FDK40,OUT017,4153.370592440102
FDQ12,OUT010,529.878737818739
FDS48,OUT017,2579.8658912154397
FDP09,OUT045,3338.843755823659
FDW21,OUT049,1540.805832164524
FDY25,OUT035,3325.9548591016373
DRE13,OUT017,1389.7655616540378
FDV43,OUT019,42.01618597204015
FDD22,OUT045,1626.413207742868
FDM46,OUT019,252.2201048659865
NCO30,OUT010,448.05380806904213
FDM25,OUT046,2690.261654356514
NCN41,OUT049,2055.2071206996497
FDU24,OUT045,1557.3773279066718
FDZ50,OUT046,3069.4507234538087
FDP45,OUT013,3920.802034030142
NCM54,OUT045,2036.48918684954
FDW10,OUT019,361.76979334274256
FDP20,OUT017,2139.318570189229
FDK32,OUT046,2425.6100761987727
FDN52,OUT049,1330.2217026295045
FDM58,OUT045,1971.9794909336308
FDZ46,OUT027,2837.388387506339
NCA18,OUT018,1588.5776695417844
FDD35,OUT046,2070.35948281361
NCK31,OUT035,883.7520181161365
FDI40,OUT027,2698.6021071395744
FDT50,OUT019,239.36688953772114
NCT06,OUT046,2604.1629209703233
FDT31,OUT035,3078.0010255032266
FDT45,OUT049,853.5117033042027
FDT13,OUT045,3121.006699196396
FDO50,OUT045,1442.9997004761776
NCU18,OUT010,363.11695363127
NCR54,OUT049,3485.8287885794934
NCO18,OUT018,2681.885819507362
FDU09,OUT045,868.4274741986451
FDT13,OUT018,2707.3534790591757
FDE09,OUT046,1776.8741878837793
NCK53,OUT019,203.0125829060496
FDG45,OUT049,3757.2884375587983
DRH15,OUT035,714.1028970658394
FDO21,OUT019,391.762505303396
FDD14,OUT027,5372.716064848054
FDC09,OUT046,1656.7588717558249
FDH45,OUT027,1255.935504789521
FDV32,OUT046,1203.4479473079505
FDG12,OUT035,2095.347609429496
FDS32,OUT013,2178.3400700243205
NCL55,OUT018,3164.0181184520534
DRE01,OUT035,4335.27380088764
DRE15,OUT049,1311.087698886232
NCL42,OUT045,3891.4614909978654
FDP31,OUT013,927.96103434325
FDN33,OUT018,1357.3801404079306
FDZ59,OUT046,2861.4627339398667
FDE45,OUT010,334.9130829910241
FDJ07,OUT013,1751.8609120027
FDQ45,OUT018,2553.1469978574382
FDM33,OUT027,5877.7349138049885
FDO15,OUT010,74.28180326882921
FDM46,OUT013,1536.6340332903142
FDR03,OUT045,3047.1108767403875
FDY49,OUT018,2329.670464914958
FDQ60,OUT045,1906.088297712631
FDW10,OUT049,2541.4149190957323
FDO51,OUT049,680.5440292462604
FDJ40,OUT018,1407.5808532541578
FDS20,OUT018,2824.5363538507527
FDU45,OUT013,2030.9837583028439
FDV02,OUT035,2873.7338818373437
FDN09,OUT046,3783.990018981388
NCM55,OUT027,4863.502608246916
FDN23,OUT018,2169.9178964023313
FDY31,OUT010,396.67837727745246
FDW03,OUT010,285.8066850587229
FDD14,OUT046,2847.3227326279884
FDV23,OUT017,2045.07458902864
DRI03,OUT045,2723.2082278332605
FDN13,OUT035,1549.8110275885833
FDF45,OUT027,1878.698107872483
FDU46,OUT035,1512.3686547619227
FDB57,OUT049,3495.9945655459424
FDV12,OUT049,1795.5813012652711
FDQ58,OUT013,2225.5695761673737
NCA18,OUT017,1839.6103290991161
FDH52,OUT049,1036.3192658756725
FDM24,OUT018,2064.319355676097
NCP43,OUT027,4841.147778895673
NCO18,OUT019,394.21682038353447
FDM32,OUT017,1581.6919739447194
NCL07,OUT017,620.2630760491318
FDK03,OUT013,4479.207662702918
FDP59,OUT017,1412.4411895153607
FDQ24,OUT049,4243.441573409553
FDQ16,OUT018,1559.990629615745
FDU44,OUT013,2572.9190355099768
FDH28,OUT010,6.96213665373989
FDV28,OUT019,21.688359193303768
FDM22,OUT045,850.8726879038643
FDR56,OUT046,2956.9947068711567
FDV39,OUT049,2999.909134899635
FDU37,OUT019,255.93187197597103
FDQ11,OUT010,489.80364730989436
FDX02,OUT045,3688.7754549852484
NCS42,OUT018,1283.822087668419
FDY57,OUT027,2632.6733660586297
FDB21,OUT049,4107.778457385666
FDE28,OUT017,3416.439221044892
FDQ55,OUT017,2032.8324277553436
FDA48,OUT049,3762.1172936771964
FDZ19,OUT045,2525.55745394715
NCC43,OUT045,3733.7385933934565
NCV18,OUT046,1443.5911552275716
NCA42,OUT018,2258.7858443294936
FDY45,OUT046,3171.077250605378
NCC30,OUT045,2879.6591536495066
FDM57,OUT013,1242.5888342934727
FDL09,OUT010,74.64185781284641
FDB09,OUT027,3423.321406948704
FDT44,OUT035,1887.414601250569
NCT06,OUT027,4275.259643022901
FDX26,OUT049,3322.402711959017
FDK32,OUT013,2494.1137554253896
DRA12,OUT046,2143.462641375609
FDO46,OUT010,371.8975422487167
FDE52,OUT013,1275.2285972961704
NCH42,OUT045,3820.365632311365
FDV08,OUT035,733.4298406623111
FDB47,OUT018,3022.2492527917357
FDC28,OUT010,201.56371915287718
FDD22,OUT046,1848.1955326487482
FDS07,OUT027,3230.4913685307724
DRI13,OUT045,3641.120025755943
FDG32,OUT018,3356.414513353447
FDU14,OUT017,4418.906525825152
FDD28,OUT019,55.60493434083992
NCP41,OUT017,1811.3328198281201
FDS08,OUT049,2662.114074829436
FDX47,OUT045,2401.0546250428633
FDC53,OUT019,169.6147388921754
FDQ19,OUT035,3955.55985347063
FDL14,OUT045,2342.454000842993
FDM33,OUT019,684.5732438032287
FDA51,OUT045,1844.3224533089106
FDZ27,OUT018,517.8937077737546
FDT04,OUT046,597.8407725158113
DRC13,OUT049,1957.2540141598795
FDR16,OUT027,5174.878189160185
FDQ03,OUT027,5871.046131503508
FDE38,OUT035,2900.844300038518
DRH23,OUT027,1739.959456617757
FDT11,OUT019,495.71502614986935
FDD09,OUT035,3251.2035584008963
FDR40,OUT045,1284.218654578356
FDX07,OUT017,3406.385958588091
FDR07,OUT035,1291.347250837016
FDA51,OUT017,1912.1753251101654
FDT59,OUT019,992.0142248150582
FDF20,OUT017,3397.009486238181
FDR13,OUT045,1741.4870807544537
FDY26,OUT049,3714.9354327595433
FDW04,OUT017,2077.176261194259
FDK52,OUT017,4173.224801538477
FDN60,OUT049,2571.410157223151
FDM09,OUT019,213.15007296468957
FDP46,OUT049,1425.970619995239
FDB50,OUT019,244.17705196081442
NCQ29,OUT049,4056.2074503626854
FDP16,OUT027,6423.722277276919
FDX33,OUT018,2321.452721748245
FDP07,OUT010,484.1268878961737
FDN22,OUT046,3565.599202242481
FDF39,OUT049,3765.747151145464
FDS21,OUT017,1101.3124983263735
NCM42,OUT013,1601.8759796938111
FDK50,OUT019,368.86996738074504
DRF13,OUT027,3903.1963961026545
FDH35,OUT018,2331.841305995954
FDP60,OUT018,1283.0000743092903
DRJ49,OUT027,3261.018922987941
NCT42,OUT019,218.54119589373045
FDE38,OUT049,2909.7952626266965
FDI04,OUT049,3420.4974072543987
NCH54,OUT045,2538.7371391649194
FDT56,OUT049,980.1781381987882
DRD15,OUT018,3110.6082062606847
FDV58,OUT013,2664.0222683098063
FDP21,OUT049,3417.3785571829585
FDH05,OUT013,3727.065436470701
FDR10,OUT027,4338.5235647945465
NCP06,OUT045,2204.872921695014
FDF33,OUT049,1754.0636185130452
DRK37,OUT013,3206.652231710671
DRH49,OUT045,1378.7115025022663
FDT58,OUT013,2733.068317135802
FDD41,OUT018,1433.427525389453
FDP40,OUT018,1511.8720847152604
FDM51,OUT027,2556.0879219675976
FDO45,OUT010,211.3070941806984
FDW33,OUT010,228.59322362794114
FDY24,OUT045,918.7893336283928
FDB10,OUT010,184.22970886476173
FDM40,OUT035,2193.9665155167554
NCI06,OUT017,2988.89288100554
FDW12,OUT019,532.0343255076173
FDX48,OUT027,3979.0635021772114
NCW05,OUT027,2908.902196609589
FDX27,OUT017,1548.7037731651983
DRM37,OUT045,3549.8580614393563
FDA38,OUT045,3632.094717751278
FDR36,OUT046,905.4085913300689
FDZ45,OUT046,3416.4620796400045
FDG05,OUT017,2499.9250531708744
FDK28,OUT013,4407.764598803989
FDV47,OUT045,1266.0336089444131
FDN21,OUT045,2294.276553290044
FDP20,OUT027,3446.5227613529314
FDI35,OUT045,3319.9468777071006
DRY23,OUT013,679.5739726427198
FDA56,OUT017,2225.341774737441
FDB09,OUT013,1964.0632479696415
NCO26,OUT027,3087.6113307734126
FDQ49,OUT018,1939.6698076520956
FDI52,OUT027,3157.347438214147
FDZ44,OUT027,3130.505325522196
FDZ09,OUT018,2610.023064602451
FDY03,OUT049,1900.4963377606043
NCG42,OUT017,2241.3304451068148
DRI13,OUT027,6233.432612871644
FDQ32,OUT013,2061.730460448565
FDW16,OUT035,1524.013661637937
FDU27,OUT046,700.437514224182
FDR28,OUT010,280.21113095192186
FDQ49,OUT010,290.04249861010453
FDS37,OUT046,1949.1962308790312
FDW26,OUT018,2759.0952100620198
FDX12,OUT018,3358.500413076571
NCP06,OUT013,2385.820262715781
FDW45,OUT010,408.1274277289665
NCN30,OUT049,1751.8218846558548
FDN24,OUT049,818.6595862328918
NCL41,OUT027,967.3556097385847
FDR02,OUT019,251.18629553069695
FDD09,OUT010,609.8333851035288
FDS33,OUT010,250.4906227730255
FDU22,OUT045,1941.5386915952208
FDI53,OUT013,2530.1063112610536
DRH01,OUT049,2928.8895935715864
FDX32,OUT013,2267.0125012940625
NCP30,OUT018,541.3040728028504
FDB60,OUT045,3005.910060477352
FDB14,OUT049,1405.111877935703
NCP02,OUT035,1100.8696598655315
FDJ10,OUT017,2323.4832805606834
FDG34,OUT046,1804.8688799124438
NCB18,OUT017,1428.5446659933984
FDM16,OUT049,1059.383076713603
FDW25,OUT018,1142.1853071160017
FDB35,OUT010,283.1677462588659
DRN11,OUT013,2220.5636557368393
FDF41,OUT019,681.2278315273388
FDH16,OUT045,1174.221049951847
NCQ50,OUT018,3270.088618787541
DRH23,OUT018,782.6336983176143
DRJ37,OUT013,2322.472351151972
DRJ24,OUT027,4614.045187196358
FDY16,OUT035,3235.9178770912713
FDQ27,OUT045,1926.3785173691679
FDZ33,OUT045,2228.815781530974
FDF29,OUT045,2093.6721771496336
FDA08,OUT049,2531.872978265272
FDG31,OUT046,1191.9294167091603
FDE34,OUT019,669.1901831021103
NCR30,OUT027,1937.7417434811443
FDV33,OUT035,3811.186548065955
DRZ24,OUT018,1719.8189691309728
NCL54,OUT035,2928.961104025338
FDR12,OUT049,2963.959053402757
NCC54,OUT046,3543.945146900325
DRN59,OUT013,750.0612481996902
FDX50,OUT019,274.78457465318525
FDV31,OUT027,4933.64673329313
NCA29,OUT027,4846.5416289237055
FDW60,OUT049,2992.0302596442857
FDX08,OUT017,3483.9233329233366
DRD49,OUT013,4063.125327223599
FDD33,OUT046,3591.6131383622114
FDW35,OUT013,546.2242087537782
FDJ36,OUT017,1716.81244755432
FDV51,OUT035,2952.7857932004235
FDW36,OUT046,1741.4976757078762
FDH35,OUT046,2658.3684109451924
NCS30,OUT027,3107.267284593064
FDN49,OUT017,627.9978528734225
FDL08,OUT018,3118.0222361352917
FDI09,OUT013,3447.3917561366634
FDP19,OUT018,1828.7682405835494
FDU21,OUT010,0.0
NCP41,OUT045,1610.0009218699802
FDY10,OUT013,1975.0667448623146
FDP12,OUT018,474.34940734723386
NCN26,OUT049,2125.335695887162
FDK44,OUT013,2813.804693376848
FDC28,OUT049,1658.8667680400854
FDJ41,OUT027,6567.759833832392
NCT29,OUT035,2166.9825774597853
NCH42,OUT019,559.8383013096357
FDU60,OUT018,2590.9117829482025
FDS02,OUT045,3084.543248013202
FDC51,OUT046,2127.8340006415374
FDU03,OUT013,3092.9348670319328
FDX39,OUT045,3514.6906162234663
NCY05,OUT010,59.76551688105792
NCL06,OUT027,6058.40299972363
FDD32,OUT035,1572.2691862597676
NCN41,OUT045,1911.5630731617389
NCX53,OUT049,2367.3396790645406
FDU57,OUT019,330.1796531505456
FDQ23,OUT046,1782.0363023717769
FDQ52,OUT045,4334.846054304546
FDC14,OUT045,651.7348150450732
FDY09,OUT035,3402.9130958243713
FDQ28,OUT045,2473.9582769305603
FDV25,OUT046,4295.070831590534
FDJ07,OUT035,1985.426806373985
DRB25,OUT049,1656.407763790603
FDK52,OUT019,508.20658780905796
FDY52,OUT027,1538.2356442606902
FDB28,OUT046,3211.478956417328
FDT36,OUT035,530.0353966516261
FDV25,OUT017,4062.122469299478
NCN07,OUT027,3360.624083521271
FDC57,OUT017,3164.1364209290095
FDQ03,OUT018,3123.217549148555
FDU23,OUT017,2967.4923086364997
NCX41,OUT035,3592.4408406246343
NCD06,OUT035,785.0212732130835
FDW08,OUT045,1645.5000317280635
NCU29,OUT017,2490.3910384651635
NCE06,OUT013,2362.2021717372522
FDV52,OUT010,318.79329696115065
FDB02,OUT017,3030.4399650185446
NCR18,OUT045,598.2149283483914
FDK16,OUT049,1519.4180485771276
NCQ29,OUT010,865.9733542124593
FDZ01,OUT019,277.3829909247554
FDW27,OUT035,2280.5959374453264
FDD17,OUT018,3360.547992153932
FDW39,OUT013,2791.9133920722297
DRH59,OUT045,1057.3768244413343
FDS52,OUT013,1536.1011020728602
FDU40,OUT027,6055.432115770791
NCF54,OUT013,2840.6412524038888
FDH46,OUT045,1500.5777232130297
NCP14,OUT049,1971.6774796024256
FDH50,OUT049,3694.6080400578358
DRF15,OUT010,288.00878106083246
FDV27,OUT027,2288.7905526176255
NCJ06,OUT049,2189.403120285803
FDN02,OUT018,3127.0716191184174
FDQ51,OUT049,710.4536282382812
FDQ07,OUT017,4137.033073764625
FDS45,OUT049,2044.3016459311123
NCJ06,OUT045,1961.6596302917665
FDD36,OUT035,2075.9029522604346
FDY25,OUT045,3183.8669415221393
FDU52,OUT046,2548.2861702106156
DRK47,OUT017,3918.258874541982
NCL30,OUT017,2109.908374588249
FDN22,OUT035,3878.62405823817
NCF30,OUT027,3349.4567320231017
FDK03,OUT035,4472.423462138231
FDT45,OUT017,963.0318045794634
NCC54,OUT027,5963.972312149339
FDP08,OUT018,3135.09955620687
FDU44,OUT046,2595.370311954984
