Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCT29,OUT013,1944.6797106003191
FDZ27,OUT046,762.1723626703022
FDN57,OUT017,2070.983062485943
FDA03,OUT018,1991.7900799313707
FDZ36,OUT045,3094.763667390347
NCU05,OUT013,1061.0292361623438
FDT39,OUT018,2010.420514540295
FDK60,OUT017,1574.8524610822403
FDZ25,OUT017,3113.1692311235024
FDG12,OUT046,2269.730645491379
DRB01,OUT019,533.5566921738869
NCC43,OUT027,6018.513814292313
FDX13,OUT019,669.1948203850584
FDM22,OUT049,916.1692911459074
FDJ03,OUT027,1376.5828132324978
FDU14,OUT018,3547.9489912319195
FDB33,OUT010,491.3889893135972
FDP27,OUT046,3186.1572660044585
FDO38,OUT010,216.84273436546118
FDE28,OUT027,5936.610883365363
FDO27,OUT035,1653.3807475445442
DRL23,OUT027,2853.1018462080265
FDS28,OUT046,849.3975363662782
FDX24,OUT013,1325.4223563886553
FDZ02,OUT035,1530.888567886973
FDL46,OUT045,1619.0404177859114
FDS60,OUT027,4946.802210380249
NCO06,OUT017,506.1176321818534
FDO16,OUT035,1436.72777326303
FDC60,OUT049,1432.7139709029095
FDA48,OUT018,3321.250186885693
FDZ36,OUT027,4806.470398402703
FDK27,OUT045,1820.8213316092153
FDW23,OUT018,513.725851849259
FDM14,OUT018,1475.9669616790331
FDM14,OUT013,1698.154481999625
FDW60,OUT018,2365.7266284783814
FDE21,OUT013,1883.9722946979507
NCM42,OUT035,1822.155718607183
FDY59,OUT010,118.6784489363904
DRI49,OUT049,1227.5162682363964
FDT28,OUT019,374.72103715183084
FDQ22,OUT018,473.2481062562083
FDR60,OUT049,1197.8369873178121
FDC50,OUT019,275.64818506372876
FDV24,OUT013,2397.134912007264
DRF48,OUT010,209.85985062723785
FDQ47,OUT046,742.9230023603488
DRN36,OUT049,1529.4436212525272
NCY06,OUT035,2218.4275040083153
FDE52,OUT035,1538.5780851001955
NCB54,OUT045,1868.0438226098363
NCF31,OUT035,2497.9742653359153
FDJ08,OUT027,5272.72721149134
NCC07,OUT017,1787.5115148610723
NCD19,OUT027,1429.4898678209302
FDL46,OUT049,1855.1546235627402
FDM20,OUT045,4426.884058396569
NCI06,OUT010,439.31581141140805
DRM11,OUT035,4308.4082329084795
NCH07,OUT018,2338.3889046356194
FDS23,OUT013,2107.2280343494167
FDO49,OUT018,483.0572655085384
FDS35,OUT049,1172.4412407257837
DRK39,OUT045,1119.5500641247636
DRI39,OUT049,936.2477542102911
FDV04,OUT017,2306.2795794028784
NCN14,OUT035,3045.5086176835866
FDH08,OUT013,3648.2399748883618
FDS20,OUT046,3169.7974709965565
FDV40,OUT049,1199.2128985934341
FDZ48,OUT010,203.19306490034455
FDS24,OUT027,2346.6521033359413
FDK44,OUT049,2894.1384109856895
FDS48,OUT045,2427.720470780105
FDK26,OUT010,717.9203805897507
FDD23,OUT045,3277.7916582807748
NCH54,OUT017,2693.3527230674526
NCP14,OUT010,248.59746300599977
FDM60,OUT010,79.38484447255541
FDV24,OUT017,2390.014615350965
FDH08,OUT018,3216.679120028174
FDS12,OUT027,3358.705661507766
FDR39,OUT027,5298.019494446833
FDP12,OUT027,1104.8431027451866
DRF60,OUT027,6415.464961575477
FDC09,OUT035,1782.5539355471997
FDF50,OUT018,3144.9986787907837
FDG28,OUT035,3972.156011603458
NCE19,OUT017,920.7710816433491
NCM53,OUT010,224.0245818904673
NCN18,OUT049,1909.4523056460964
FDF32,OUT035,3368.467156988695
FDF11,OUT013,3831.060197620655
DRI59,OUT049,4117.935908010372
NCG54,OUT035,2836.2062699753637
FDM44,OUT046,1586.7544486075262
FDT57,OUT018,3080.0104497833922
FDV24,OUT046,2603.983145641013
FDI50,OUT019,781.0640870579164
FDS09,OUT035,869.7441854806493
NCC31,OUT027,3959.010880435457
FDQ07,OUT019,300.13939120754503
FDC22,OUT017,3205.4189437044133
FDZ56,OUT046,2679.541865351832
FDZ40,OUT019,78.98421046791464
FDS46,OUT027,3258.8779932869684
DRD24,OUT045,2069.074910336039
FDV45,OUT017,3445.62301580871
FDL26,OUT045,2425.3214632024424
FDA56,OUT018,1816.468743014664
FDN27,OUT046,1539.6718527332223
FDM20,OUT049,4563.956239566658
FDO16,OUT017,1450.6185329965108
FDL03,OUT035,3489.15350282093
FDE58,OUT046,1767.7617527661873
FDI02,OUT027,2990.2227705228333
NCC55,OUT019,62.63179795017959
FDR03,OUT018,2949.2474768143347
FDB14,OUT017,1612.389439624684
FDR45,OUT013,4114.409529810383
NCN07,OUT017,2160.162378893822
FDM51,OUT019,144.21510584005455
FDT52,OUT027,6187.915422766154
FDL26,OUT046,2413.9244047914167
NCZ42,OUT046,4420.140202598424
DRI47,OUT019,409.3786262487115
FDW40,OUT013,2254.104378661852
FDN34,OUT046,3080.4897969135354
FDS01,OUT035,3189.392093697398
NCG55,OUT045,1854.0472300076808
FDC11,OUT035,1436.783189542621
FDX35,OUT018,3349.369502112755
NCB06,OUT046,2593.060716340085
FDR09,OUT019,76.22354616789698
FDC53,OUT017,1649.1239386963025
FDY45,OUT013,4182.8663798630105
FDA22,OUT010,523.3495761437493
FDE02,OUT035,1630.7599290206545
FDW21,OUT045,1571.9948756150322
FDV34,OUT046,1155.4264059422467
FDS59,OUT049,1807.7480083903943
NCW17,OUT017,2171.843318944417
NCK54,OUT046,1898.2451591764006
FDG17,OUT019,545.4300943020503
FDG35,OUT017,3089.2049157206957
FDD08,OUT010,0.0
NCO07,OUT017,4061.3847583020734
FDJ10,OUT010,402.92383190746204
FDW36,OUT017,1650.5315811381022
FDW21,OUT010,328.0044814898447
FDY19,OUT017,2009.8631058104597
DRE03,OUT013,709.3025502862033
NCC55,OUT049,752.811854466064
FDH52,OUT010,101.47040584035267
FDO09,OUT017,3381.426223851274
FDU43,OUT045,3596.3796168213607
FDX09,OUT010,378.32356727045885
FDH40,OUT019,151.32857803113575
FDW58,OUT017,1573.7103323807828
FDC47,OUT017,4152.347754555914
NCR41,OUT035,1740.5913371835063
DRG49,OUT035,4313.6401391817435
FDC52,OUT027,3945.8769287988252
FDY13,OUT046,1201.2684980614072
FDY35,OUT013,665.159366281533
FDI35,OUT017,3634.372588344837
NCU18,OUT049,2374.3235644185565
FDY33,OUT018,2559.8515117008633
FDC15,OUT027,3883.3727824808957
FDU01,OUT049,3243.9608856252353
NCU42,OUT046,2769.1953994072346
NCV29,OUT018,2093.497901748839
NCY30,OUT017,3185.905307054374
FDQ46,OUT049,1844.9865402020605
FDG58,OUT027,3949.220198620441
FDK33,OUT017,3808.748223802919
NCD07,OUT045,1710.7066602914863
NCX29,OUT027,3881.320670951566
NCT42,OUT013,2156.4715467998085
DRN59,OUT035,758.9516323889136
FDI44,OUT035,1226.9967992926472
FDA45,OUT049,2285.7000048431955
FDP31,OUT045,819.7375455819929
FDY01,OUT046,1815.9537502692792
FDT09,OUT018,1847.615215757054
DRH03,OUT027,2523.123951512141
FDA36,OUT018,2324.8927812755364
NCF31,OUT017,2405.9099094620838
FDG14,OUT049,2536.233494982665
FDG28,OUT027,6191.773607741588
FDU14,OUT049,4298.197246089514
FDY47,OUT019,360.9192595487282
FDI56,OUT049,1510.5164127398348
DRD01,OUT013,886.7124306311068
FDM22,OUT046,1038.5670160168452
FDH33,OUT013,811.6903415998563
DRZ24,OUT013,1888.1121504513783
NCQ38,OUT046,1539.8610042864511
FDO16,OUT027,1884.3048580863892
FDU07,OUT027,3954.3447246398187
NCB07,OUT013,2931.87557682226
FDU48,OUT045,1972.5658053532688
NCM43,OUT045,2703.807766054416
FDR31,OUT010,533.4940937768447
DRK49,OUT018,431.5961176428011
NCI30,OUT010,334.877622467993
DRD60,OUT017,3343.2866185889143
NCG19,OUT046,3313.7246242548545
FDH12,OUT035,1769.6019494043503
FDM32,OUT035,1629.3765072129104
FDM27,OUT035,2638.9615460501664
NCU53,OUT027,3857.590105548683
NCQ18,OUT046,1585.447894450601
FDS10,OUT013,2790.5832992998103
FDB33,OUT027,4238.689444370636
FDI12,OUT013,1426.065982516881
NCW42,OUT013,3489.2503209120787
NCC06,OUT018,1863.1136448455027
FDW02,OUT017,2458.6275694294964
NCD43,OUT017,1750.9511855577068
FDM57,OUT018,963.5708122876197
FDA58,OUT017,3349.1907206189762
FDK56,OUT046,2994.312058790018
FDP52,OUT045,4166.650335384592
FDW20,OUT018,1772.2645961836224
FDS52,OUT049,1618.6889951279784
NCT29,OUT018,1639.425482871121
NCL54,OUT013,2964.110367053003
FDC05,OUT045,3124.2024210815566
FDF34,OUT035,3041.106947130006
FDP03,OUT027,3181.652372770188
FDD32,OUT010,174.8665844357904
FDZ10,OUT045,2198.3484395884147
FDZ40,OUT035,871.0572290862904
FDD51,OUT018,499.8235359057205
NCY30,OUT019,400.29353663328607
FDP58,OUT017,3308.6777168146095
FDV49,OUT017,4572.133025817784
FDY24,OUT019,243.46975384611324
NCO55,OUT017,1757.4068535973358
FDR13,OUT017,2019.7129151127237
FDS51,OUT017,988.1371139119665
FDP26,OUT045,1571.0986029271696
NCB54,OUT027,3373.9194572044025
FDF32,OUT017,3459.6049408845897
FDN31,OUT018,2683.6983781810227
DRM48,OUT017,621.0525524016066
FDN20,OUT049,2852.438758436617
DRL01,OUT046,3589.116084069812
FDV56,OUT049,1769.4298520780844
DRH13,OUT027,2907.2526224505805
FDA03,OUT017,2366.519557458632
FDF47,OUT027,6443.698037707654
FDX32,OUT046,2361.129855729885
FDX57,OUT049,1630.0782077599388
NCA30,OUT045,2901.513657514148
FDO49,OUT013,557.1085579784701
FDL04,OUT019,192.4639942424344
DRM48,OUT035,564.2762047496406
FDR16,OUT013,3473.1332211613517
NCC19,OUT018,2861.7744432374247
NCE42,OUT045,3353.470445721885
FDY24,OUT017,1151.1144960768117
FDH19,OUT049,2890.425559938522
FDJ46,OUT013,2739.1510592390173
FDN45,OUT010,135.73963055467743
FDY08,OUT035,2177.612750589127
FDZ37,OUT035,1539.4913958925658
NCT30,OUT045,752.841557841926
DRY23,OUT018,460.09878846550464
NCZ30,OUT018,1737.1025671491007
FDC44,OUT018,1730.8083643891
FDB45,OUT035,1673.3968268072865
FDY04,OUT013,2483.558752510017
FDM27,OUT046,2718.2497199501267
FDZ43,OUT017,4215.988468936216
FDT39,OUT019,297.54683697596306
NCC06,OUT019,335.59674670727964
FDL15,OUT027,3994.2536419500047
FDL57,OUT017,4743.088731344533
FDU08,OUT046,1571.7025361581748
FDK40,OUT017,4200.67606877957
FDQ12,OUT010,512.9405048341587
FDS48,OUT017,2600.34205859742
FDP09,OUT045,3448.170968488637
FDW21,OUT049,1480.3388370643765
FDY25,OUT035,3410.9175893320103
DRE13,OUT017,1408.2856215864667
FDV43,OUT019,42.16525181761972
FDD22,OUT045,1674.9912971723227
FDM46,OUT019,268.20233404032865
NCO30,OUT010,614.9064999129675
FDM25,OUT046,2659.6605478639717
NCN41,OUT049,2048.544330322179
FDU24,OUT045,1569.1068017771395
FDZ50,OUT046,3022.935373436499
FDP45,OUT013,3842.6364544341113
NCM54,OUT045,2025.4811418932775
FDW10,OUT019,362.3062377249148
FDP20,OUT017,2125.7168862339354
FDK32,OUT046,2431.5672430808304
FDN52,OUT049,1326.9512044021344
FDM58,OUT045,2020.776703194618
FDZ46,OUT027,2915.8083690930043
NCA18,OUT018,1560.1751876843011
FDD35,OUT046,2069.177027780584
NCK31,OUT035,876.6052591939385
FDI40,OUT027,2624.574860572554
FDT50,OUT019,207.28294772682716
NCT06,OUT046,2567.3606738301255
FDT31,OUT035,3130.7267599437673
FDT45,OUT049,899.7056402039486
FDT13,OUT045,3088.000746945339
FDO50,OUT045,1437.958289975868
NCU18,OUT010,350.35641457319184
NCR54,OUT049,3506.4057403348334
NCO18,OUT018,2694.25116599212
FDU09,OUT045,885.2224836063181
FDT13,OUT018,2685.2789319908343
FDE09,OUT046,1814.5088964751196
NCK53,OUT019,192.01233758433978
FDG45,OUT049,3834.2211513526327
DRH15,OUT035,701.0681738820199
FDO21,OUT019,339.53375326693094
FDD14,OUT027,5248.891471423105
FDC09,OUT046,1616.5479880458415
FDH45,OUT027,1223.1615444540532
FDV32,OUT046,1156.4085223183079
FDG12,OUT035,2104.297237575932
FDS32,OUT013,2107.9572047888028
NCL55,OUT018,3288.3352284697175
DRE01,OUT035,4298.2633429814105
DRE15,OUT049,1246.5964844216319
NCL42,OUT045,3947.9706161496433
FDP31,OUT013,999.138675081967
FDN33,OUT018,1385.5295925557461
FDZ59,OUT046,2860.2434526264215
FDE45,OUT010,396.4689485808476
FDJ07,OUT013,1773.1302984136485
FDQ45,OUT018,2416.72026952335
FDM33,OUT027,5926.722910660834
FDO15,OUT010,93.01876425943055
FDM46,OUT013,1516.6380524374063
FDR03,OUT045,3057.8806891094378
FDY49,OUT018,2322.0467114483586
FDQ60,OUT045,1951.3561573428424
FDW10,OUT049,2484.641713945827
FDO51,OUT049,673.9318584400273
FDJ40,OUT018,1444.3055789232455
FDS20,OUT018,2790.0154557079863
FDU45,OUT013,2029.5111785118331
FDV02,OUT035,2869.8730152255753
FDN09,OUT046,3785.012958872765
NCM55,OUT027,5126.89432834044
FDN23,OUT018,2188.0243867186787
FDY31,OUT010,446.6258922927627
FDW03,OUT010,282.57077621484586
FDD14,OUT046,2880.7882960858788
FDV23,OUT017,2026.4634434472591
DRI03,OUT045,2743.7839313721793
FDN13,OUT035,1481.5456627009721
FDF45,OUT027,1850.3180178538935
FDU46,OUT035,1551.7418135671437
FDB57,OUT049,3573.5308122188167
FDV12,OUT049,1749.6351898187638
FDQ58,OUT013,2302.7621408640853
NCA18,OUT017,1833.3664444599592
FDH52,OUT049,1006.8479232240754
FDM24,OUT018,2075.573938946205
NCP43,OUT027,4960.942200114576
NCO18,OUT019,343.6462574557204
FDM32,OUT017,1474.828609150094
NCL07,OUT017,632.0873428371906
FDK03,OUT013,4462.748533850339
FDP59,OUT017,1371.536237864932
FDQ24,OUT049,4192.710104828751
FDQ16,OUT018,1550.1227354718792
FDU44,OUT013,2597.7044702616017
FDH28,OUT010,22.759141933343926
FDV28,OUT019,11.565767040028732
FDM22,OUT045,883.7703549134321
FDR56,OUT046,2973.342464173184
FDV39,OUT049,2991.5888927181813
FDU37,OUT019,277.1617444527635
FDQ11,OUT010,476.55762313759305
FDX02,OUT045,3681.171532421678
NCS42,OUT018,1263.4625070833754
FDY57,OUT027,2554.0193450384577
FDB21,OUT049,4144.290276473096
FDE28,OUT017,3459.6857817439873
FDQ55,OUT017,2037.4050140593208
FDA48,OUT049,3754.6144009931377
FDZ19,OUT045,2496.065133772009
NCC43,OUT045,3787.958952702532
NCV18,OUT046,1432.1637438555576
NCA42,OUT018,2290.494144115426
FDY45,OUT046,3169.865942827564
NCC30,OUT045,2901.5933343091706
FDM57,OUT013,1262.4478981019442
FDL09,OUT010,107.43765339191941
FDB09,OUT027,3359.7436907935416
FDT44,OUT035,1912.3358731241624
NCT06,OUT027,4329.71130094991
FDX26,OUT049,3315.7279192899
FDK32,OUT013,2488.5859147342944
DRA12,OUT046,2153.2973713610177
FDO46,OUT010,459.40871359802736
FDE52,OUT013,1223.7971420665685
NCH42,OUT045,3808.4209172522
FDV08,OUT035,715.998471239257
FDB47,OUT018,3005.1689429533008
FDC28,OUT010,225.0958627101811
FDD22,OUT046,1814.8562946108868
FDS07,OUT027,3191.0843128203032
DRI13,OUT045,3652.1323163441375
FDG32,OUT018,3469.5000074459217
FDU14,OUT017,4406.244578841814
FDD28,OUT019,102.99502788286281
NCP41,OUT017,1825.124010782517
FDS08,OUT049,2604.050975080463
FDX47,OUT045,2375.915901358538
FDC53,OUT019,210.13448851312455
FDQ19,OUT035,4166.281171763655
FDL14,OUT045,2349.531044858231
FDM33,OUT019,583.0665948654744
FDA51,OUT045,1839.3779516110278
FDZ27,OUT018,538.6783845957491
FDT04,OUT046,600.7860038123638
DRC13,OUT049,1982.8366522392002
FDR16,OUT027,5321.778512337248
FDQ03,OUT027,5905.8190940465665
FDE38,OUT035,2882.0301397619896
DRH23,OUT027,1684.2800931723177
FDT11,OUT019,522.929037266608
FDD09,OUT035,3313.7844180226575
FDR40,OUT045,1234.6507017030017
FDX07,OUT017,3292.957508812963
FDR07,OUT035,1295.893112867272
FDA51,OUT017,1882.2940518171224
FDT59,OUT019,832.1432476611826
FDF20,OUT017,3348.455235433759
FDR13,OUT045,1764.8002054725707
FDY26,OUT049,3653.856338701141
FDW04,OUT017,2102.1177803206197
FDK52,OUT017,4204.748594005283
FDN60,OUT049,2563.9007340370185
FDM09,OUT019,205.83761855242506
FDP46,OUT049,1434.4762389706193
FDB50,OUT019,252.3288439107646
NCQ29,OUT049,4098.584151261224
FDP16,OUT027,6613.513792921369
FDX33,OUT018,2327.088885287281
FDP07,OUT010,489.8602167042991
FDN22,OUT046,3401.6820050450824
FDF39,OUT049,3760.4358990057726
FDS21,OUT017,1031.3742421403058
NCM42,OUT013,1601.179694993696
FDK50,OUT019,403.5342496015089
DRF13,OUT027,3902.2798258525436
FDH35,OUT018,2388.775142136879
FDP60,OUT018,1259.1554414201041
DRJ49,OUT027,3266.9631242243013
NCT42,OUT019,200.87690582777805
FDE38,OUT049,2942.4029134083316
FDI04,OUT049,3407.383464258024
NCH54,OUT045,2503.8008565196974
FDT56,OUT049,965.5466970863145
DRD15,OUT018,3099.2723572055093
FDV58,OUT013,2527.6152939726767
FDP21,OUT049,3373.3331124949973
FDH05,OUT013,3717.6896595620856
FDR10,OUT027,4392.586548236608
NCP06,OUT045,2219.3029211130875
FDF33,OUT049,1774.0676018569332
DRK37,OUT013,3385.505812375704
DRH49,OUT045,1327.5030725912252
FDT58,OUT013,2716.164780367197
FDD41,OUT018,1465.1809545780498
FDP40,OUT018,1521.4742747144655
FDM51,OUT027,2586.4953976722813
FDO45,OUT010,183.5280900023913
FDW33,OUT010,247.67315641904997
FDY24,OUT045,936.5547445522604
FDB10,OUT010,191.62638434510973
FDM40,OUT035,2187.717891162537
NCI06,OUT017,3070.7461305868414
FDW12,OUT019,532.5063883815403
FDX48,OUT027,3973.008901816962
NCW05,OUT027,2959.525952787798
FDX27,OUT017,1449.3299531706193
DRM37,OUT045,3491.058490776457
FDA38,OUT045,3581.335130451838
FDR36,OUT046,901.1684222408489
FDZ45,OUT046,3355.5796951644043
FDG05,OUT017,2501.075671230602
FDK28,OUT013,4388.082092093307
FDV47,OUT045,1279.4034034440408
FDN21,OUT045,2304.3974476588314
FDP20,OUT027,3424.289563239162
FDI35,OUT045,3374.38877271408
DRY23,OUT013,627.6114749954204
FDA56,OUT017,2185.1596576859465
FDB09,OUT013,1963.803781081865
NCO26,OUT027,3040.276833983949
FDQ49,OUT018,2036.1166938739116
FDI52,OUT027,3163.4470331191437
FDZ44,OUT027,3087.165764145952
FDZ09,OUT018,2626.859816744778
FDY03,OUT049,1891.1087037909783
NCG42,OUT017,2211.4829864103917
DRI13,OUT027,6122.819347413724
FDQ32,OUT013,2021.0296808555825
FDW16,OUT035,1495.1294928260536
FDU27,OUT046,726.304804567025
FDR28,OUT010,285.4528298214693
FDQ49,OUT010,377.61791817464837
FDS37,OUT046,1980.1910373905241
FDW26,OUT018,2795.0764515377496
FDX12,OUT018,3365.9517076795837
NCP06,OUT013,2413.990554535123
FDW45,OUT010,400.3185672196619
NCN30,OUT049,1705.6511531043989
FDN24,OUT049,845.6739926192317
NCL41,OUT027,1016.2344595944448
FDR02,OUT019,231.51752474551313
FDD09,OUT010,697.4021855657311
FDS33,OUT010,235.35223446770192
FDU22,OUT045,1987.4354302716552
FDI53,OUT013,2489.6930342310347
DRH01,OUT049,2970.837089603182
FDX32,OUT013,2274.0368235004453
NCP30,OUT018,482.0800315273807
FDB60,OUT045,3031.9902353911584
FDB14,OUT049,1396.6782581852785
NCP02,OUT035,1033.4837957360344
FDJ10,OUT017,2281.8081952596795
FDG34,OUT046,1832.7869768070746
NCB18,OUT017,1392.7072180789314
FDM16,OUT049,1124.6416760362313
FDW25,OUT018,1275.1046923553658
FDB35,OUT010,319.7603677320169
DRN11,OUT013,2255.5838261983167
FDF41,OUT019,656.4562881830566
FDH16,OUT045,1177.24189000753
NCQ50,OUT018,3237.797531773486
DRH23,OUT018,744.0654182881708
DRJ37,OUT013,2343.599259217921
DRJ24,OUT027,4603.054655174015
FDY16,OUT035,3146.298874940347
FDQ27,OUT045,1935.3412151837938
FDZ33,OUT045,2265.951262057902
FDF29,OUT045,2060.0344025893655
FDA08,OUT049,2594.038139257153
FDG31,OUT046,1177.134363957227
FDE34,OUT019,537.3227068013396
NCR30,OUT027,2000.9233018212283
FDV33,OUT035,3873.7934708567955
DRZ24,OUT018,1742.8531791169567
NCL54,OUT035,2886.668448695238
FDR12,OUT049,2936.978910271908
NCC54,OUT046,3642.2287633360684
DRN59,OUT013,763.1739399465578
FDX50,OUT019,273.8746930095672
FDV31,OUT027,5010.264784552534
NCA29,OUT027,4852.789098998815
FDW60,OUT049,2986.56191397976
FDX08,OUT017,3397.4945726723518
DRD49,OUT013,4131.80756095496
FDD33,OUT046,3637.2789813261315
FDW35,OUT013,550.1012249536766
FDJ36,OUT017,1717.0355822763504
FDV51,OUT035,2955.5342421289424
FDW36,OUT046,1772.3266689785894
FDH35,OUT046,2643.3304503110126
NCS30,OUT027,3066.543267198276
FDN49,OUT017,628.3046623090058
FDL08,OUT018,3156.40307543914
FDI09,OUT013,3524.8842735049625
FDP19,OUT018,1821.0211107815398
FDU21,OUT010,0.0
NCP41,OUT045,1681.5391026244922
FDY10,OUT013,1984.2809435025333
FDP12,OUT018,464.6166614240792
NCN26,OUT049,2083.5544562333152
FDK44,OUT013,2809.3087563377107
FDC28,OUT049,1658.2664607989013
FDJ41,OUT027,6557.955242324318
NCT29,OUT035,2062.7272244151977
NCH42,OUT019,502.2632348961479
FDU60,OUT018,2568.0685428843117
FDS02,OUT045,3166.622383419747
FDC51,OUT046,2152.6548203623506
FDU03,OUT013,3122.7992945198785
FDX39,OUT045,3554.005790279525
NCY05,OUT010,37.85020512279834
NCL06,OUT027,6160.53248746214
FDD32,OUT035,1480.3411088573016
NCN41,OUT045,1913.915920483259
NCX53,OUT049,2344.5465935124184
FDU57,OUT019,315.30877266059474
FDQ23,OUT046,1736.390127132941
FDQ52,OUT045,4171.224669897603
FDC14,OUT045,642.511500450624
FDY09,OUT035,3405.6009116304494
FDQ28,OUT045,2482.152198919006
FDV25,OUT046,4388.817749701337
FDJ07,OUT035,1973.3771573237357
DRB25,OUT049,1702.3290145877183
FDK52,OUT019,528.8727868499009
FDY52,OUT027,1561.3587147438952
FDB28,OUT046,3223.6004558490035
FDT36,OUT035,565.923164358891
FDV25,OUT017,3958.8052825449786
NCN07,OUT027,3387.289035720105
FDC57,OUT017,3161.0904323787486
FDQ03,OUT018,3108.5356326332767
FDU23,OUT017,2956.9555158315397
NCX41,OUT035,3663.828635667298
NCD06,OUT035,778.7959387372925
FDW08,OUT045,1725.0030659735125
NCU29,OUT017,2534.622148411439
NCE06,OUT013,2336.020759485266
FDV52,OUT010,321.790692372527
FDB02,OUT017,3068.1652327728766
NCR18,OUT045,616.7530483452294
FDK16,OUT049,1477.872938968098
NCQ29,OUT010,696.2487322401648
FDZ01,OUT019,313.19259641604117
FDW27,OUT035,2258.5369074393616
FDD17,OUT018,3380.910242758256
FDW39,OUT013,2840.4275104231883
DRH59,OUT045,1060.882175564408
FDS52,OUT013,1511.5420600772911
FDU40,OUT027,5898.6659552582205
NCF54,OUT013,2765.9468272415547
FDH46,OUT045,1485.9940463342941
NCP14,OUT049,1903.0609443796347
FDH50,OUT049,3529.2725878094334
DRF15,OUT010,267.3938302659303
FDV27,OUT027,2282.1334642409684
NCJ06,OUT049,2169.128551778539
FDN02,OUT018,3128.5041527420226
FDQ51,OUT049,669.0942823470102
FDQ07,OUT017,4096.729535294264
FDS45,OUT049,2019.3911040115563
NCJ06,OUT045,1961.0037258780392
FDD36,OUT035,2064.793720878618
FDY25,OUT045,3225.810919548167
FDU52,OUT046,2498.8739149944226
DRK47,OUT017,3914.1059007849044
NCL30,OUT017,2117.2672421609927
FDN22,OUT035,3746.765250051443
NCF30,OUT027,3286.301055522903
FDK03,OUT035,4479.809418879842
FDT45,OUT017,943.9763202916652
NCC54,OUT027,6016.301665883643
